user_id,user_type,plan_type,region,tenure_months,hour_of_day,signal_dbm,snr_db,latency_ms,packet_loss_pct,handovers,cell_load_pct,tower_dist_km,bandwidth_mbps,jitter_ms,data_usage_gb,voice_mins,sms_count,app_sessions,night_usage_pct,roaming_days,support_calls,monthly_bill,demand_load,quality_score,churn_risk,is_anomaly,network_zone,dbscan_zone,user_segment,segment_label,dbscan_user,pca1,pca2,churn_prob,ltv,anomaly_score,iso_flag,svm_flag,ae_flag,z_flag,an_pc1,an_pc2
18,Moderate,Prepaid,East,46,8,-71.53613392611712,7.431715360763969,33.71310534653048,1.3348504626750677,5,44.991513438497385,4.743409423147478,124.03187575356664,1.2148722888667938,6.814780915885002,108.2836741008617,31,22,25.789474787543124,1,1,166.34860939945102,64.90140285753914,67.86040645790803,0,0,1,-1,2,Mainstream,-1,-0.44408739979112266,0.7189268453962808,0.0,2329.0,0.4333504667352107,0,0,0,0,-0.4721113309845892,1.0951370195837258
19,Moderate,Postpaid,East,15,14,-117.59678548897315,7.157211572747328,63.83056399606778,0.1329339322336548,6,30.666329018697933,4.637994734638752,14.627390449552172,15.95268793152227,6.293139429389494,95.08280582153952,31,13,23.09582560575372,2,0,209.13944048218167,30.588879626231897,50.33039225760299,0,0,2,-1,0,Mainstream,-1,-0.5924965994095462,0.12046763859128543,0.0,9411.0,0.5264230458919923,0,0,0,0,-0.5890440926909064,2.288764867413132
20,Moderate,Enterprise,Central,21,5,-105.75125806757704,10.772869116597033,215.9280672971161,3.5454061602318028,2,93.8251320224876,2.0103659215550267,134.61249405143013,0.6290484361782754,6.943920102377232,72.60187920996637,27,11,31.987996196456407,4,0,252.44987840801772,93.33282941936524,58.80533359661876,0,0,2,-1,0,Mainstream,-1,-0.33327819019785065,1.2716451598261655,0.0,9846.0,0.47583705276653476,0,0,0,0,0.5675978333112821,-0.7023335382719252
21,Light,Postpaid,Central,25,7,-104.69307225167324,22.148976753178303,22.17936769978813,1.6848920414716126,5,22.698003081336687,0.6489224352721068,143.9343700281979,10.882511202557696,1.7806414978127991,264.7284117826109,34,19,39.18143303599689,2,0,194.20710608178064,25.95298506847997,70.37697605172673,0,0,2,-1,0,Light / Occasional,-1,-0.7538595545852934,-0.3611970531592172,0.0,6797.0,0.46627837408968986,0,0,0,0,-0.7976862935487434,1.623633968150809
22,Heavy,Prepaid,South,17,23,-73.14715110584983,16.61701125860124,50.21061125922202,0.1137433705707175,4,48.14485758768397,4.549353654270336,107.42407919446192,1.854405770426152,41.61170695273704,177.36897841237592,27,16,18.852449179506657,3,0,307.4378542847538,51.06863699264,78.35850695100626,0,0,1,-1,0,Data-Heavy Streamer,-1,0.8219759279143978,0.8077696538999581,0.0,13220.0,0.4504034836434738,0,0,1,0,-0.26370086566786227,0.6533509406986728
23,Moderate,Enterprise,South,56,13,-99.98275243671868,17.52175319488331,198.27357828764704,12.554817257740044,2,40.65237374715342,0.9377607671188504,94.36506202129912,18.67216692089006,59.44452797891052,35.91498844512796,20,19,39.57441809582373,0,12,186.62850872152305,44.34812626929404,62.08768044940287,1,1,2,-1,1,Data-Heavy Streamer,-1,3.6198214449274233,0.5238020691032788,1.0,0.0,0.6064119909033837,1,0,1,1,4.868907147479557,0.8382308908543669
24,Moderate,Postpaid,East,50,4,-78.028303641789,6.210030281429878,41.79581922732241,1.139747087797994,0,20.664215111121223,1.5295777201207843,92.260376016921,0.3395826048518153,10.914165518311448,26.857805372517447,23,13,19.514324868962973,3,1,255.6502574325945,20.470550254328,66.72295821587079,0,0,2,-1,2,Mainstream,-1,0.10560341662985871,2.3881106058838077,0.0,2557.0,0.43096667756971885,0,0,0,0,-0.33550711907395675,-1.5253550184200009
25,Moderate,Enterprise,West,7,16,-52.42560873265849,16.300005381482478,92.90571787840808,0.3158395927554877,4,94.28784238242336,1.6373907523755291,123.93658568385108,6.944612108658712,9.05784059995722,173.56067141319738,27,18,11.835217158321663,1,0,238.49997309132732,94.48655390312008,83.84078947789915,0,0,1,-1,0,Mainstream,-1,-0.22768551424373382,-0.31693384245978984,0.0,12640.0,0.45225833722362063,0,0,0,0,-0.46907731658454477,1.2447346353501407
26,Light,Postpaid,South,54,21,-64.47299125991363,17.359471385268062,27.08241686226868,1.090740312796095,3,45.08859710593232,1.7881614221983884,85.25054101664742,0.1032651657442662,1.8776280842517497,198.39849269318992,21,17,33.189056184238254,5,0,230.14759649724215,57.24756456056387,81.22089564642657,0,0,1,0,2,Light / Occasional,-1,-0.47762636225115557,2.9016323942145,0.0,1381.0,0.4005430531329078,0,0,0,0,-0.8385268456717682,-0.012146348494567064
27,Heavy,Prepaid,East,58,6,-96.69680367488458,26.101048464873134,107.06532215631796,7.574740653990977,1,60.18200679030835,2.380291663231227,53.39789261480596,10.6556492137635,158.8237044479696,32.873582431749014,33,14,31.849060875613397,0,15,315.8529379032625,57.709140457372655,77.35784962183878,1,1,1,-1,1,Data-Heavy Streamer,-1,7.135822168437459,0.2207512685948584,0.9866666666666667,8.0,0.6358452811089939,1,1,1,1,5.949726892405526,-0.20027137449160656
28,Moderate,Prepaid,North,50,8,-86.9320021812445,14.86852429601722,74.1655163406186,2.4075582812017173,2,66.6085197943004,2.5891213081705367,145.71303264204394,0.2745814058818259,11.283447766158703,117.50769854785295,27,14,27.363960831273666,0,2,157.58329817217188,82.09792749928403,75.10795626135997,0,0,1,-1,2,Mainstream,-1,-0.3200062190432868,0.2803643690755302,0.0,1576.0,0.42109110019702994,0,0,0,0,0.1764265966862599,-0.5556142219282852
29,Moderate,Postpaid,Central,19,15,-105.9528268529298,12.243478678617231,42.389474110604105,0.0110141720793842,2,68.83838057258495,2.4821790570367006,12.026432009659036,10.390797363639347,4.6624331557918985,398.95789306873047,31,14,34.247604185312056,0,1,285.11866915968125,76.12680375373621,63.54003733577608,0,0,2,-1,0,Light / Occasional,-1,0.025494305342823625,-1.6974059969797244,0.0,11690.0,0.46699938269004365,0,0,0,0,-0.5472291689354887,-0.11513450214045626
30,Heavy,Prepaid,West,52,17,-118.89959927875852,9.63523654905405,33.86993625900053,0.2249402212415362,1,56.8208582474024,1.03325897117332,101.4754942111133,13.223943018230496,27.40546475044839,207.21024181427973,46,27,32.49639911419045,1,0,258.2080520071001,66.80064430844281,51.098623269607465,0,0,2,-1,2,Data-Heavy Streamer,-1,0.3134152021767817,0.13765224038685336,0.006666666666666667,2052.0,0.4476979428844547,0,0,0,0,-0.46824857030244765,-0.28033322927662174
31,Light,Prepaid,East,7,12,-99.71992213125992,15.418210666965573,18.1009565348742,5.017959611142257,2,67.50635150565839,3.6392234092828577,89.91587485010662,18.07059338644843,1.432752770714531,94.26788820715396,23,16,37.15690655802207,2,4,190.7532625348373,60.869220899677735,66.03987438595357,1,0,2,-1,0,At-Risk / Frustrated,-1,0.3110861262189815,-0.2695900946850888,0.9933333333333333,67.0,0.44160427502956656,0,0,1,0,0.4854228900734451,0.7238744619692994
32,Heavy,Postpaid,North,40,17,-94.14139721565434,13.635700976875889,13.89801893898705,1.135968053992378,0,80.14088033432095,5.185166936488807,97.67670385722673,3.5630089479152893,33.3377922628977,220.93007222137763,34,14,58.18716685078619,5,2,286.11631144549153,88.53179886643618,66.93725167614349,0,0,2,-1,2,Data-Heavy Streamer,-1,0.8852031362061963,1.175389728099715,0.006666666666666667,5684.0,0.4363017926234599,0,0,0,0,0.032445259883085,-1.3864037160267375
33,Heavy,Postpaid,Central,45,9,-80.49429789570672,22.857175014162355,23.069977601699,0.3876112330281482,2,96.16712227096676,2.3582449308631963,98.1199786227789,6.256240839434993,18.86035250519793,162.79154103918438,24,10,43.856383596774585,2,0,252.24607991514296,100.0,79.10011410183944,0,0,1,-1,2,Mainstream,-1,-0.20761807477935398,0.6556042489453718,0.0,3784.0,0.3923792769060807,0,0,0,0,-0.6692695114066147,-0.06605162153613282
34,IoT,Postpaid,North,59,0,-53.91533455153892,21.31398062646484,60.76239871370497,3.1522619647556613,1,72.56298162658881,5.966403477973485,22.911721299467125,10.579904166137862,0.5648889029890812,122.30267805461952,19,18,52.58641888596401,0,0,263.5573553325998,71.57587890955527,92.79845666423978,0,0,1,-1,2,Light / Occasional,-1,-0.37720858861878237,0.3269532333261654,0.0,264.0,0.4288584971878772,0,0,0,0,-0.44743110653888635,-0.12832139615836394
35,IoT,Prepaid,East,50,20,-53.65035488497165,8.034460309807809,31.22555319225613,3.815588169556108,2,56.97836182985795,2.262347135605658,24.359154021037916,13.751075132984148,0.4445920029956138,118.10953771700152,29,13,32.36038270702848,0,1,187.75445451369688,65.48975884526644,76.14424295813257,0,0,1,-1,2,Light / Occasional,-1,-0.6522929527547046,0.10162921029158076,0.0,1878.0,0.44457927130811825,0,0,0,0,-0.3186989935394195,0.6328055867794221
36,Light,Prepaid,South,24,17,-115.0931190798498,14.844655810228264,43.779979335949456,0.4745204828944731,2,55.56836047150364,3.020204785891646,14.768973750040615,12.217095618567392,1.466995345309214,98.30675418774872,27,15,43.08462844348525,1,2,235.7174049807125,64.05213045934462,57.98403751378562,0,0,2,-1,0,Light / Occasional,-1,-0.009646132195927564,-0.44430164740981826,0.0,8486.0,0.43666506502463054,0,0,0,0,-0.2426356938966051,0.019427978606798877
37,Moderate,Postpaid,Central,11,18,-76.97480243281808,32.13235997697038,13.42430049277814,2.500731634752086,3,76.78858911756193,0.716260051409562,141.06549938255426,15.06056890799369,4.385020071551926,208.37012311073912,23,13,8.566076644226268,3,0,247.253274815841,93.5815268056391,85.06199652290181,0,0,1,-1,0,Light / Occasional,-1,-0.33191562627515225,0.8982100796086333,0.0,12115.0,0.4232408394634489,0,0,0,0,-0.741051559859297,1.220651213616131
38,Heavy,Enterprise,North,41,1,-117.03531443785008,4.739413216891556,15.261018224400072,1.9097289028140405,1,70.16281706528298,0.9764445740080506,93.43602834149736,18.2343498078962,32.137205032918935,178.08951369851962,31,12,49.7488867838962,1,0,290.50804058331795,67.51088540396199,45.06852859480781,0,0,2,-1,2,Data-Heavy Streamer,-1,0.29697018460287516,-0.37679879450213977,0.0,5520.0,0.45301095510591494,0,0,0,0,-0.34317731224927056,0.13906238814944116
39,Light,Postpaid,South,55,3,-74.63432476290075,13.69265092236787,10.454809105287344,2.733428311819299,2,53.630927216078845,4.874444141404892,16.180851349035507,8.405865628802962,2.3040044154059927,127.53041515735572,31,20,57.0414464081762,2,1,217.4665868075759,62.53714235459756,76.6552263612125,0,0,1,-1,2,Light / Occasional,-1,-0.3397361932997356,0.6526405533621346,0.006666666666666667,1080.0,0.41015895132437974,0,0,0,0,-0.489952839234771,0.003545683012990835
40,Moderate,Enterprise,West,1,10,-111.76078564073974,20.2674934610106,54.74661464017687,3.1013799290787323,0,46.87094499838007,1.3597618105955795,67.88032710219795,1.5290643645926396,6.325089711327073,243.21188769485045,23,14,58.565048455533535,4,1,141.3375151077126,62.266652487142885,61.01079037618155,0,0,2,-1,0,Mainstream,-1,-0.8297337459810843,-0.43732051569232255,0.0,8339.0,0.418953822174034,0,0,0,0,-0.13671944448565598,-1.8055831969667628
41,Heavy,Postpaid,East,54,2,-53.751802248452975,13.3368150807819,22.285716349976425,2.163131950642521,3,99.45189146916024,0.7954080112988773,57.1018252226633,14.341165482837242,22.013947650594424,206.78723115937,42,22,15.178912577844969,0,1,224.9689683457688,96.49222873859594,83.60917986520577,0,0,1,-1,2,Mainstream,-1,0.2074253451206484,0.20637706578535192,0.0,1350.0,0.4355056984467755,0,0,0,0,-0.25933105398724265,1.249673568476655
42,Moderate,Postpaid,East,32,8,-59.49629222227215,12.745865845579704,146.36102066845805,6.257017432074341,3,81.34375901153851,3.019707702075309,26.48952666236318,4.978336410853917,4.808186617014766,88.54921841766306,38,11,58.05383530722515,2,0,181.96497323659452,95.78452679704208,77.0325532870904,0,0,1,-1,2,Light / Occasional,-1,-0.9701770676783833,-0.4841136409147423,0.0,5095.0,0.46459407528638724,0,0,1,0,0.3722103627293155,0.33485760828420635
43,Heavy,Prepaid,Central,40,9,-118.43698186126316,11.712779761114028,24.75312903347825,3.993532372145986,3,36.54205585183214,0.797446093527077,124.19261226027072,0.4157798246775591,18.27356942867144,157.9906017431544,37,14,34.83681588626869,4,3,233.50537125575528,49.34640454240293,57.33236152493576,0,0,2,-1,2,Mainstream,-1,0.5833221487043421,1.3295845477880015,0.006666666666666667,4639.0,0.46113157553901,0,0,0,0,0.4069225260229119,-0.3598192560625898
44,IoT,Postpaid,North,53,1,-65.25077928795005,7.552866232393924,28.078253123598373,0.5200598506955211,6,43.37373375259786,3.956741822972222,117.46289095705392,7.869744284980401,0.5096390293072571,207.63323022773105,31,19,51.97670866496836,1,0,142.63878852554828,39.58421052221962,76.51088227287971,0,0,1,-1,2,Light / Occasional,-1,-1.1612229641266563,-0.014143569909736519,0.0,998.0,0.4732564414659558,0,0,0,0,-0.9259157037106316,2.168385030587607
45,Moderate,Postpaid,West,44,6,-75.48720179805723,13.81664418002006,35.35664612987896,4.896743610065118,2,91.49509358499728,4.005571345431148,72.2908036359867,10.40008848159643,5.304197418151408,234.21151934158817,26,9,46.24562574720556,1,0,255.23211925739423,81.84009433470383,71.96664538428084,0,0,1,-1,2,Light / Occasional,-1,-0.518918754646851,-0.1755410534887953,0.0,4084.0,0.394904706599137,0,0,0,0,-0.3715216175521368,0.2148724166977442
46,Light,Postpaid,Central,2,14,-85.32415665559347,22.18217082414295,130.29554807103526,6.78158953721561,2,72.86633510076604,2.310237241597354,80.75782706542813,4.897811770969648,28.709834709006365,90.2397444728334,31,15,54.84707759692272,0,6,224.9027440018633,74.52108899855085,82.77332121071314,1,1,1,-1,0,Data-Heavy Streamer,-1,1.4988777632754635,-2.231625658374922,0.9866666666666667,174.0,0.47863172076174737,0,0,1,0,2.0932486596526947,-0.24754854872184756
47,Moderate,Postpaid,Central,15,18,-77.81558592732581,6.097182628749106,78.02776165373422,2.5932133805823274,4,44.86022697870211,3.972861697460972,68.28246494927853,5.65259769005324,9.611452508365204,91.33378214272236,29,12,38.81553773787751,1,1,237.0803430275154,63.466168117676105,65.50536173308252,0,0,2,-1,0,Mainstream,-1,-0.15455683120631852,-0.7440265919545835,0.0,10669.0,0.41370002543690415,0,0,0,0,-0.04346072443648401,0.8354692801941331
48,Moderate,Postpaid,North,21,9,-72.52249576758038,16.8668837591874,93.56571713223558,3.7678852679368746,6,49.13682427227111,5.318934912449821,84.89789581798325,6.387671578802679,8.403789104446606,119.46489393443424,36,5,22.95840115083169,2,0,246.21149402536147,74.64579772328045,74.97872378414444,0,0,1,-1,0,Mainstream,-1,-0.49495831789145517,0.004347366519533911,0.0,9602.0,0.4733510336837763,0,0,0,0,-0.12422386789995993,1.9334460555182864
49,Moderate,Prepaid,West,24,23,-58.08797671076408,22.55297589691636,10.4438971407438,1.1467160557229057,2,50.31261317134699,1.160725713230879,111.22169431146212,2.3281562552179955,4.719846132696043,271.0009756078896,26,9,46.81575477740694,0,1,192.49568871085717,46.80142169742532,87.3136934918306,0,0,1,0,0,Light / Occasional,-1,-0.6764067295413386,-1.5275588413407246,0.0,6930.0,0.4049653530348267,0,0,0,0,-0.6683707428029875,-0.23169992752442434
50,Heavy,Postpaid,North,50,19,-66.28496372700782,14.855426248502315,52.52922223317093,0.1057650003019333,1,34.90361573150545,3.6454679274218447,132.0156997410653,3.747032452394045,24.789749799962586,130.12385385028216,27,20,20.81420849342785,0,1,334.9596524958589,51.22075111902077,76.30305631707513,0,0,1,0,2,Premium Power User,-1,0.9622042454590969,0.6145558354847241,0.0,3350.0,0.4221523429982242,0,0,0,0,-0.22803698784230342,-0.5772951947592924
51,IoT,Prepaid,East,17,13,-79.72355264690066,12.05139085945729,56.34573915111925,5.977967571480868,1,60.893498274926245,4.036351035951595,90.88638659157948,13.155796055583936,0.7461718814841312,72.37601375735179,28,18,19.651188707343216,3,0,179.399248195043,60.036953835338345,72.27945109845398,0,0,1,-1,0,Light / Occasional,-1,-0.757549001911157,1.0073287105196254,0.0,7714.0,0.42384297212020633,0,0,0,0,-0.1802120743207426,-0.03506050242262081
52,Light,Postpaid,South,47,3,-62.27690374784941,19.72034584753803,140.20590726900912,0.15048195668595,0,81.24565150130937,1.1486949752967042,23.24059914359128,0.2429481735729809,2.867851551059158,264.68561222383164,33,16,14.40593406932186,4,0,250.9588349247061,84.345848501566,88.73535753630986,0,0,1,-1,2,Light / Occasional,-1,-0.33458660738552115,2.102009643939247,0.0,3262.0,0.47364021262331735,0,0,0,0,-0.2714183007567422,-1.5514426731618014
53,IoT,Prepaid,East,52,10,-50.91539304474799,8.698045731384333,28.506772275697674,0.8557576315841285,2,65.12479588046645,4.3934949087322925,116.94803518539878,6.511655739410595,0.4538446013024437,57.57174009484649,36,19,9.252878867815038,0,0,278.3099829477688,81.71550257398513,78.28735566315169,0,0,1,-1,2,Light / Occasional,-1,-0.14617773493818428,0.8588750910329837,0.0,2226.0,0.4246285747568113,0,0,0,0,-0.8604008540613916,0.22441716633926223
54,Light,Prepaid,East,52,2,-98.98725853746936,17.953296772398726,18.690433952909476,1.814896374183179,3,72.47535597223059,4.31404173201919,58.980437779966095,0.2583825998538239,1.7083858339468303,140.9082388939322,29,13,49.25717403351786,0,0,231.44662130411345,78.4904592316282,69.72390164884598,0,0,2,-1,2,Light / Occasional,-1,-0.674677557306413,-0.30389385543000436,0.0,1852.0,0.39875766561649933,0,0,0,0,-0.7678316733613084,-0.3235558562544584
55,Moderate,Prepaid,Central,9,22,-111.71055141872122,13.834239844034853,39.40721879791703,0.2500761721927299,1,67.63091104404992,1.013264136153347,96.33229001604944,1.801545037840122,9.908075002803097,45.058946812274144,27,20,21.619102904037963,1,0,222.33587874931052,61.94934131179436,61.82381204889888,0,0,2,0,0,Mainstream,-1,-0.27766580873418184,-0.18996256027739022,0.0,11339.0,0.4114728448508836,0,0,0,0,-0.6547894844060276,-1.1826695841132688
56,IoT,Postpaid,East,35,16,-68.79862175039102,15.438496822440202,33.73610548947033,3.6428667528311913,4,24.71163435213583,1.645660176361003,33.795411638899495,3.7331186399478793,0.4361117513383406,206.43337718804293,25,15,26.904119833527925,2,0,208.96215381532969,20.900827268457185,80.28466105013491,0,0,1,-1,2,Light / Occasional,-1,-0.7035815089982624,0.703023417040974,0.0,5224.0,0.42072764158998865,0,0,0,0,-0.5730222393466619,0.6443106399443344
57,Heavy,Prepaid,West,20,6,-51.49825662609118,26.73572905586998,72.75708004778835,0.4548608430937472,2,35.04480485728004,8.99841202663532,28.694342436588837,1.6506612396895568,13.782430842268116,165.26712418135102,36,10,47.62122428758688,0,0,265.3815726507742,35.29150063314876,91.67141117305589,0,0,1,-1,0,Mainstream,-1,-0.27449222205721907,-1.7216691511957387,0.0,10615.0,0.43240213367529884,0,0,0,0,-0.47628932549917735,-0.3259391848070454
58,Heavy,Prepaid,East,19,10,-111.83058551582728,23.09330930961167,103.7260519907062,8.537919297082441,3,48.027874947264365,0.7214030663866913,12.637748542904438,15.09800718714772,28.655374242736904,207.34372024550797,33,14,6.961832691053008,0,0,261.5652470927211,65.00968458282958,71.09179314662988,0,0,2,-1,0,Data-Heavy Streamer,-1,0.20465172568426582,-0.6153830142391972,0.0,10724.0,0.5102113361257319,0,0,1,0,0.7136595925272065,0.7141118366689965
